0|1|1
0|3|3
0|6|4
0|8|2
0|9|7
0|10|5
0|12|8
0|14|7
0|15|6
0|18|1
0|19|4
0|21|2
0|23|6
0|24|4
0|25|8
0|26|1
0|27|9
0|30|2
0|31|6
0|33|1
0|34|10
0|37|4
0|38|4
0|39|1
0|41|5
0|44|2
0|45|8
0|48|6
0|49|7
0|50|2
0|51|10
0|54|4
0|56|5
0|58|8
0|61|8
0|64|9
0|65|1
0|66|1
0|67|10
0|68|8
0|72|10
0|75|6
0|76|8
0|79|6
0|80|6
0|81|5
0|82|5
0|84|4
0|85|6
0|89|3
0|92|1
0|95|5
0|97|7
0|98|9
0|99|1
1|3|3
1|5|7
1|6|8
1|7|10
1|8|9
1|9|9
1|10|10
1|12|4
1|14|4
1|15|8
1|18|4
1|21|1
1|24|6
1|25|2
1|27|1
1|28|5
1|29|5
1|32|1
1|33|2
1|35|6
1|39|5
1|40|2
1|42|7
1|43|5
1|45|8
1|46|8
1|48|2
1|49|6
1|52|6
1|53|8
1|59|7
1|60|7
1|61|8
1|62|10
1|63|6
1|67|9
1|68|9
1|69|3
1|72|6
1|78|3
1|79|6
1|80|10
1|81|7
1|82|1
1|83|7
1|87|3
1|88|5
1|90|6
1|91|9
1|92|10
1|95|6
1|97|10
1|98|6
2|6|8
2|7|1
2|8|4
2|9|5
2|10|4
2|12|7
2|13|9
2|16|2
2|17|5
2|18|8
2|21|2
2|22|1
2|23|8
2|24|9
2|25|3
2|26|8
2|29|7
2|30|8
2|31|10
2|32|8
2|34|2
2|38|1
2|39|4
2|40|8
2|41|10
2|42|6
2|44|9
2|49|1
2|53|3
2|56|4
2|58|10
2|59|10
2|61|10
2|62|4
2|63|6
2|65|3
2|66|1
2|68|10
2|69|8
2|70|5
2|71|4
2|73|5
2|75|6
2|79|9
2|80|5
2|81|3
2|82|7
2|84|5
2|86|2
2|87|4
2|88|6
2|93|10
2|94|4
3|4|8
3|5|2
3|7|3
3|9|7
3|13|5
3|18|9
3|19|8
3|20|9
3|21|6
3|27|10
3|28|3
3|29|1
3|32|4
3|37|3
3|38|2
3|39|10
3|40|2
3|41|2
3|42|2
3|46|6
3|48|1
3|52|6
3|53|9
3|58|8
3|59|3
3|63|5
3|65|4
3|66|6
3|67|9
3|68|4
3|69|6
3|70|5
3|71|2
3|72|2
3|74|7
3|75|3
3|78|8
3|81|9
3|83|10
3|85|1
3|86|10
3|91|10
3|97|10
3|99|7
4|14|8
4|16|3
4|17|5
4|19|6
4|21|2
4|22|6
4|25|3
4|26|10
4|27|3
4|29|6
4|30|5
4|31|7
4|32|10
4|33|7
4|35|5
4|36|4
4|44|5
4|45|8
4|47|9
4|48|4
4|50|2
4|51|5
4|52|4
4|53|3
4|55|6
4|57|2
4|60|8
4|61|10
4|63|6
4|64|3
4|65|10
4|67|1
4|69|3
4|71|3
4|72|8
4|74|4
4|75|7
4|76|6
4|77|5
4|79|3
4|81|5
4|84|7
4|86|7
4|89|6
4|90|4
4|91|7
4|93|10
4|99|3
5|6|8
5|7|3
5|9|7
5|12|10
5|13|3
5|16|2
5|17|1
5|18|8
5|20|10
5|22|5
5|24|8
5|26|8
5|28|5
5|30|1
5|32|9
5|38|10
5|40|9
5|41|9
5|44|1
5|45|9
5|47|6
5|48|10
5|51|4
5|54|1
5|56|4
5|57|4
5|58|3
5|59|4
5|61|5
5|62|4
5|63|7
5|67|5
5|68|3
5|69|2
5|70|9
5|72|3
5|73|2
5|75|10
5|76|6
5|78|9
5|81|7
5|82|7
5|83|3
5|87|5
5|90|3
5|92|2
5|93|9
5|97|1
5|98|9
6|7|5
6|8|10
6|9|10
6|10|7
6|12|8
6|13|9
6|14|4
6|17|10
6|19|6
6|22|9
6|23|5
6|24|6
6|25|7
6|27|4
6|34|4
6|36|4
6|37|5
6|42|7
6|43|6
6|46|10
6|47|4
6|48|10
6|50|3
6|52|3
6|54|6
6|55|10
6|56|8
6|58|2
6|63|9
6|64|7
6|66|3
6|68|1
6|69|6
6|70|9
6|72|9
6|73|4
6|76|9
6|77|2
6|78|6
6|79|7
6|80|1
6|81|9
6|82|8
6|86|10
6|88|6
6|89|8
6|90|7
6|92|10
6|93|6
6|98|1
6|99|1
7|9|2
7|11|6
7|13|3
7|18|7
7|21|1
7|22|8
7|23|7
7|29|7
7|31|1
7|32|6
7|33|3
7|35|9
7|37|6
7|39|2
7|40|4
7|41|2
7|44|7
7|47|7
7|50|5
7|52|5
7|53|2
7|54|4
7|55|8
7|59|8
7|60|8
7|61|9
7|64|1
7|65|4
7|67|6
7|68|10
7|69|3
7|71|4
7|76|9
7|78|9
7|80|5
7|81|5
7|84|4
7|86|4
7|87|3
7|92|8
7|93|8
7|94|1
7|96|6
7|98|5
7|99|5
8|9|6
8|12|8
8|13|1
8|17|2
8|18|9
8|21|8
8|22|1
8|24|5
8|25|2
8|27|3
8|29|3
8|30|10
8|31|2
8|32|9
8|36|8
8|40|6
8|42|2
8|46|10
8|47|10
8|48|9
8|49|3
8|50|2
8|52|9
8|53|9
8|56|5
8|58|1
8|59|3
8|60|5
8|62|10
8|65|8
8|66|4
8|68|8
8|70|4
8|72|1
8|74|9
8|75|10
8|76|4
8|77|7
8|78|6
8|82|7
8|83|6
8|88|4
8|91|5
8|93|3
8|96|5
8|97|10
8|98|10
9|12|9
9|13|5
9|18|2
9|22|3
9|23|10
9|29|9
9|30|6
9|31|4
9|32|2
9|33|9
9|34|5
9|35|2
9|36|10
9|37|10
9|40|1
9|41|1
9|42|7
9|43|4
9|47|7
9|48|10
9|49|1
9|51|3
9|52|6
9|53|1
9|55|5
9|56|10
9|57|2
9|59|6
9|60|6
9|61|10
9|62|3
9|64|3
9|65|7
